"Date","Price","Open","High","Low","Change %"
"Nov 30, 2020","76.4033","75.8605","76.5631","75.8085","0.72%"
"Nov 27, 2020","75.8605","75.7072","76.3024","75.6564","0.20%"
"Nov 26, 2020","75.7072","75.5406","75.7497","75.3270","0.22%"
"Nov 25, 2020","75.5406","75.4715","75.9678","75.3328","0.09%"
"Nov 24, 2020","75.4715","76.1755","76.1755","75.3620","-0.92%"
"Nov 23, 2020","76.1755","76.1924","76.5023","75.5886","-0.02%"
"Nov 20, 2020","76.1924","76.0553","76.2617","75.8693","0.18%"
"Nov 19, 2020","76.0553","76.0511","76.6023","76.0497","0.01%"
"Nov 18, 2020","76.0511","76.2305","76.3149","75.5415","-0.24%"
"Nov 17, 2020","76.2305","76.1698","76.6607","76.1372","0.08%"
"Nov 16, 2020","76.1698","77.4023","77.4023","76.1698","-1.59%"
"Nov 13, 2020","77.4023","77.3496","77.6970","77.1855","0.07%"
"Nov 12, 2020","77.3496","77.1139","77.5356","76.6479","0.31%"
"Nov 11, 2020","77.1139","76.5700","77.1805","76.0648","0.71%"
"Nov 10, 2020","76.5700","76.3064","76.8763","76.1416","0.35%"
"Nov 09, 2020","76.3064","77.4158","77.4158","75.7714","-1.43%"
"Nov 06, 2020","77.4158","77.0264","77.9095","76.9948","0.51%"
"Nov 05, 2020","77.0264","79.3552","79.3552","76.7951","-2.93%"
"Nov 03, 2020","79.3552","80.5386","80.5500","79.0760","-1.47%"
"Nov 02, 2020","80.5386","79.5257","80.9203","79.5257","1.27%"
"Oct 30, 2020","79.5257","78.8685","79.5679","78.7849","0.83%"
"Oct 29, 2020","78.8685","79.2242","79.5903","78.6221","-0.45%"
"Oct 28, 2020","79.2242","77.3059","79.2268","77.3059","2.48%"
"Oct 27, 2020","77.3059","76.4950","77.3083","76.2760","1.06%"
"Oct 26, 2020","76.4950","76.1235","76.6070","76.0222","0.49%"
"Oct 23, 2020","76.1235","76.6168","76.8063","76.1201","-0.64%"
"Oct 22, 2020","76.6168","76.7229","77.1922","76.3881","-0.14%"
"Oct 21, 2020","76.7229","77.3423","77.3423","76.5875","-0.80%"
"Oct 20, 2020","77.3423","77.6500","78.0558","77.2907","-0.40%"
"Oct 19, 2020","77.6500","77.8938","78.0492","77.4568","-0.31%"
"Oct 16, 2020","77.8938","78.0885","78.3476","77.7568","-0.25%"
"Oct 15, 2020","78.0885","77.6328","78.4514","77.6326","0.59%"
"Oct 14, 2020","77.6328","77.0491","77.7270","77.0491","0.76%"
"Oct 13, 2020","77.0491","77.1449","77.4149","76.8831","-0.12%"
"Oct 12, 2020","77.1449","76.7675","77.2465","76.7657","0.49%"
"Oct 09, 2020","76.7675","77.3714","77.3714","76.6833","-0.78%"
"Oct 08, 2020","77.3714","78.0320","78.0987","77.3003","-0.85%"
"Oct 07, 2020","78.0320","78.4490","78.4723","77.9159","-0.53%"
"Oct 06, 2020","78.4490","78.1055","78.6503","77.6407","0.44%"
"Oct 05, 2020","78.1055","78.1851","78.8535","77.8657","-0.10%"
"Oct 02, 2020","78.1851","77.3346","78.8023","77.3225","1.10%"
"Oct 01, 2020","77.3346","77.6319","77.6319","77.0254","-0.38%"
"Sep 30, 2020","77.6319","79.0732","79.3404","77.5793","-1.82%"
"Sep 29, 2020","79.0732","79.0566","79.9435","78.4797","0.02%"
"Sep 28, 2020","79.0566","78.2164","79.2901","78.1329","1.07%"
"Sep 25, 2020","78.2164","77.1487","78.4858","76.6545","1.38%"
"Sep 24, 2020","77.1487","77.0808","77.4752","76.9100","0.09%"
"Sep 23, 2020","77.0808","76.0992","77.0925","76.0992","1.29%"
"Sep 22, 2020","76.0992","76.1224","76.4473","75.7380","-0.03%"
"Sep 21, 2020","76.1224","75.7440","76.5350","75.5800","0.50%"
"Sep 18, 2020","75.7440","75.2033","75.7638","74.9503","0.72%"
"Sep 17, 2020","75.2033","74.9778","75.4380","74.9358","0.30%"
"Sep 16, 2020","74.9778","75.0223","75.0880","74.6625","-0.06%"
"Sep 15, 2020","75.0223","75.2574","75.3668","74.8623","-0.31%"
"Sep 14, 2020","75.2574","75.1000","75.5141","74.5942","0.22%"
"Sep 11, 2020","75.0956","75.2048","75.2048","74.7647","-0.15%"
"Sep 10, 2020","75.2048","75.3163","75.6692","74.6810","-0.15%"
"Sep 09, 2020","75.3163","76.2826","76.3873","75.2901","-1.27%"
"Sep 08, 2020","76.2826","75.7585","76.5686","75.7328","0.69%"
"Sep 07, 2020","75.7585","75.4087","76.2453","75.4087","0.46%"
"Sep 04, 2020","75.4087","75.2680","75.6511","74.9388","0.19%"
"Sep 03, 2020","75.2680","75.4015","75.8090","74.8830","-0.18%"
"Sep 02, 2020","75.4015","73.5765","75.6753","73.5764","2.48%"
"Sep 01, 2020","73.5765","74.0718","74.0750","73.3758","-0.67%"
"Aug 31, 2020","74.0718","74.0056","74.5090","73.6446","0.09%"
"Aug 28, 2020","74.0056","74.9588","74.9664","74.0056","-1.27%"
"Aug 27, 2020","74.9588","75.3995","75.4953","74.7514","-0.58%"
"Aug 26, 2020","75.3995","75.3312","75.9876","75.3238","0.09%"
"Aug 25, 2020","75.3312","74.6401","75.7063","74.3321","0.93%"
"Aug 24, 2020","74.6401","74.7995","74.8000","74.1743","-0.21%"
"Aug 21, 2020","74.7995","73.7823","75.0010","73.7327","1.38%"
"Aug 20, 2020","73.7823","73.2920","74.1804","73.2920","0.67%"
"Aug 19, 2020","73.2920","73.1634","73.5428","73.0525","0.18%"
"Aug 18, 2020","73.1634","73.7015","73.7017","72.9474","-0.73%"
"Aug 17, 2020","73.7015","72.8558","73.7964","72.8002","1.16%"
"Aug 14, 2020","72.8558","72.9555","73.4779","72.8112","-0.14%"
"Aug 13, 2020","72.9555","73.7116","73.7597","72.9248","-1.03%"
"Aug 12, 2020","73.7116","73.1506","73.8008","73.0127","0.77%"
"Aug 11, 2020","73.1506","73.4667","73.5056","72.7024","-0.43%"
"Aug 10, 2020","73.4667","73.7170","73.9855","73.3683","-0.34%"
"Aug 07, 2020","73.7170","73.2782","73.9062","73.2782","0.60%"
"Aug 06, 2020","73.2782","72.8745","73.5925","72.6925","0.55%"
"Aug 05, 2020","72.8745","73.5325","73.5325","72.6438","-0.89%"
"Aug 04, 2020","73.5325","73.1149","74.0216","72.9505","0.57%"
"Aug 03, 2020","73.1149","74.4114","74.5345","73.1083","-1.74%"
"Jul 31, 2020","74.4114","73.1543","74.4947","73.1543","1.72%"
"Jul 30, 2020","73.1543","72.5810","73.7730","72.5700","0.79%"
"Jul 29, 2020","72.5810","72.5804","72.8590","72.0780","0.00%"
"Jul 28, 2020","72.5804","71.5650","72.6818","71.5650","1.42%"
"Jul 27, 2020","71.5650","71.7290","71.9208","71.4397","-0.23%"
"Jul 24, 2020","71.7290","71.4585","71.9759","71.3555","0.38%"
"Jul 23, 2020","71.4585","71.0675","71.6089","70.8310","0.55%"
"Jul 22, 2020","71.0675","70.7443","71.2835","70.6069","0.46%"
"Jul 21, 2020","70.7443","71.3428","71.3428","70.5414","-0.84%"
"Jul 20, 2020","71.3428","71.8825","72.1097","71.3373","-0.75%"
"Jul 17, 2020","71.8825","71.5920","71.9887","71.5682","0.41%"
"Jul 16, 2020","71.5920","70.9881","71.5929","70.9881","0.85%"
"Jul 15, 2020","70.9881","70.8703","71.1066","70.6640","0.17%"
"Jul 14, 2020","70.8703","70.9912","71.3309","70.8371","-0.17%"
"Jul 13, 2020","70.9912","70.7118","71.0448","70.5137","0.40%"
"Jul 10, 2020","70.7118","70.9414","71.4240","70.6644","-0.32%"
"Jul 09, 2020","70.9414","71.1138","71.1138","70.5065","-0.24%"
"Jul 08, 2020","71.1138","71.4936","71.5591","71.0517","-0.53%"
"Jul 07, 2020","71.4936","71.8276","72.2940","71.2526","-0.47%"
"Jul 06, 2020","71.8276","71.3983","72.0895","70.8085","0.60%"
"Jul 03, 2020","71.3983","70.5747","71.6530","70.3738","1.17%"
"Jul 02, 2020","70.5747","71.1734","71.2000","70.2013","-0.84%"
"Jun 30, 2020","71.1734","69.9980","71.3212","69.9900","1.68%"
"Jun 29, 2020","69.9980","69.7955","70.4323","69.6273","0.29%"
"Jun 26, 2020","69.7955","69.0183","69.9756","69.0183","1.13%"
"Jun 25, 2020","69.0183","68.8651","69.6503","68.8625","0.22%"
"Jun 23, 2020","68.8651","69.1003","69.1039","68.5636","-0.34%"
"Jun 22, 2020","69.1003","69.4460","69.5855","68.9897","-0.50%"
"Jun 19, 2020","69.4460","69.8744","69.8744","69.1917","-0.61%"
"Jun 18, 2020","69.8744","69.7446","69.9680","69.1860","0.19%"
"Jun 17, 2020","69.7446","69.6567","69.8773","69.3810","0.13%"
"Jun 16, 2020","69.6567","69.5536","69.9226","69.2039","0.15%"
"Jun 15, 2020","69.5536","70.2013","70.4949","69.5520","-0.92%"
"Jun 11, 2020","70.2013","68.4949","70.2283","68.4949","2.49%"
"Jun 10, 2020","68.4949","68.5617","68.9157","68.2243","-0.10%"
"Jun 09, 2020","68.5617","68.1966","68.9383","68.1966","0.54%"
"Jun 08, 2020","68.1966","68.6860","68.7000","68.0563","-0.71%"
"Jun 05, 2020","68.6860","69.1601","69.1601","68.2789","-0.69%"
"Jun 04, 2020","69.1601","68.6504","69.5342","68.6504","0.74%"
"Jun 03, 2020","68.6504","68.6754","68.9224","68.2380","-0.04%"
"Jun 02, 2020","68.6754","69.1249","69.1311","68.5882","-0.65%"
"Jun 01, 2020","69.1249","70.1445","70.1445","69.1249","-1.45%"
"May 29, 2020","70.1445","70.4928","70.8375","70.1445","-0.49%"
"May 28, 2020","70.4928","71.0038","71.1953","70.1452","-0.72%"
"May 27, 2020","71.0038","70.7948","71.4505","70.7800","0.30%"
"May 26, 2020","70.7948","71.6901","71.6901","70.6225","-1.25%"
"May 25, 2020","71.6901","71.6123","71.8328","71.4385","0.11%"
"May 22, 2020","71.6123","70.9631","72.0819","70.9625","0.91%"
"May 21, 2020","70.9631","71.1180","71.1832","70.6257","-0.22%"
"May 20, 2020","71.1180","72.4881","72.4883","71.0886","-1.89%"
"May 19, 2020","72.4881","72.6718","72.7206","72.2179","-0.25%"
"May 18, 2020","72.6718","73.6160","73.6300","72.6001","-1.28%"
"May 15, 2020","73.6160","73.4875","73.8595","73.0439","0.17%"
"May 14, 2020","73.4875","73.9290","74.4825","73.4389","-0.60%"
"May 13, 2020","73.9290","73.7134","74.2600","73.1037","0.29%"
"May 12, 2020","73.7134","73.4267","73.7933","72.9803","0.39%"
"May 08, 2020","73.4267","74.1003","74.1024","73.1154","-0.91%"
"May 07, 2020","74.1003","74.5643","74.5800","73.6050","-0.62%"
"May 06, 2020","74.5643","73.7551","74.9832","73.4537","1.10%"
"May 05, 2020","73.7551","74.8191","74.8191","73.5616","-1.42%"
"May 04, 2020","74.8191","74.3813","75.9323","74.3813","0.59%"
"Apr 30, 2020","74.3813","73.0162","74.6000","72.6450","1.87%"
"Apr 29, 2020","73.0162","74.1033","74.1033","72.9944","-1.47%"
"Apr 28, 2020","74.1033","74.4935","74.8155","73.8050","-0.52%"
"Apr 27, 2020","74.4935","74.5651","74.7972","74.0643","-0.10%"
"Apr 24, 2020","74.5651","74.7727","74.8823","73.9829","-0.28%"
"Apr 23, 2020","74.7727","75.9065","75.9072","74.2496","-1.49%"
"Apr 22, 2020","75.9065","77.0694","77.5321","75.8369","-1.51%"
"Apr 21, 2020","77.0694","75.5185","77.6155","75.5185","2.05%"
"Apr 20, 2020","75.5185","73.9580","75.5185","73.9500","2.11%"
"Apr 17, 2020","73.9580","74.1841","74.4009","73.6197","-0.30%"
"Apr 16, 2020","74.1841","74.8437","75.0256","73.7651","-0.88%"
"Apr 15, 2020","74.8437","72.9953","75.3448","72.9953","2.53%"
"Apr 14, 2020","72.9953","73.6013","73.6100","72.7455","-0.82%"
"Apr 13, 2020","73.6013","73.7523","73.7590","73.3943","-0.20%"
"Apr 10, 2020","73.7523","74.2565","74.2826","73.1903","-0.68%"
"Apr 09, 2020","74.2565","74.9406","74.9630","72.9216","-0.91%"
"Apr 08, 2020","74.9406","75.5471","75.8866","74.9203","-0.80%"
"Apr 07, 2020","75.5471","76.0059","76.0200","75.1935","-0.60%"
"Apr 06, 2020","76.0059","76.4918","76.6555","75.9389","-0.64%"
"Apr 03, 2020","76.4918","77.2349","77.5790","76.4902","-0.96%"
"Apr 02, 2020","77.2349","78.7310","79.2056","77.2331","-1.90%"
"Apr 01, 2020","78.7310","78.4426","79.3350","78.4426","0.37%"
"Mar 31, 2020","78.4426","79.3378","79.3378","77.7503","-1.13%"
"Mar 30, 2020","79.3378","78.8122","80.3847","78.8122","0.67%"
"Mar 27, 2020","78.8122","77.4751","79.2870","77.4675","1.73%"
"Mar 26, 2020","77.4751","78.2023","79.0233","77.0187","-0.93%"
"Mar 25, 2020","78.2023","78.2965","79.3948","76.9845","-0.12%"
"Mar 24, 2020","78.2965","79.5936","79.6000","78.1878","-1.63%"
"Mar 23, 2020","79.5936","79.9236","81.2429","79.3858","-0.41%"
"Mar 20, 2020","79.9236","79.1566","80.1497","77.4478","0.97%"
"Mar 19, 2020","79.1566","80.8692","81.6615","78.6405","-2.12%"
"Mar 18, 2020","80.8692","75.4362","80.8700","75.4362","7.20%"
"Mar 17, 2020","75.4362","74.6596","75.4751","73.4589","1.04%"
"Mar 16, 2020","74.6596","72.6133","75.3924","72.5975","2.82%"
"Mar 13, 2020","72.6133","74.8742","74.9023","72.0689","-3.02%"
"Mar 12, 2020","74.8742","72.9375","75.4268","72.9121","2.66%"
"Mar 11, 2020","72.9375","71.3747","73.1420","71.1785","2.19%"
"Mar 10, 2020","71.3747","68.5685","72.7925","68.5685","4.09%"
"Mar 06, 2020","68.5685","67.6538","68.5893","67.3500","1.35%"
"Mar 05, 2020","67.6538","66.2666","67.7243","66.0866","2.09%"
"Mar 04, 2020","66.2666","65.9881","66.5286","65.5228","0.42%"
"Mar 03, 2020","65.9881","66.4319","66.6332","65.3718","-0.67%"
"Mar 02, 2020","66.4319","66.8806","67.3036","66.1185","-0.67%"
"Feb 28, 2020","66.8806","66.0217","67.6272","66.0150","1.30%"
"Feb 27, 2020","66.0217","65.4708","66.3953","65.4535","0.84%"
"Feb 26, 2020","65.4708","65.3726","65.7071","64.9758","0.15%"
"Feb 25, 2020","65.3726","64.0561","65.5840","64.0561","2.06%"
"Feb 21, 2020","64.0561","64.2038","64.5556","63.9151","-0.23%"
"Feb 20, 2020","64.2038","63.5710","64.2898","63.5710","1.00%"
"Feb 19, 2020","63.5710","63.8115","63.8115","63.4626","-0.38%"
"Feb 18, 2020","63.8115","63.4645","64.1482","63.4645","0.55%"
"Feb 17, 2020","63.4645","63.5556","63.5625","63.2157","-0.14%"
"Feb 14, 2020","63.5556","63.6413","63.6463","63.3913","-0.13%"
"Feb 13, 2020","63.6413","63.2143","63.7693","63.2123","0.68%"
"Feb 12, 2020","63.2143","63.3759","63.3760","62.9315","-0.25%"
"Feb 11, 2020","63.3759","64.1332","64.1332","63.2510","-1.18%"
"Feb 10, 2020","64.1332","64.1100","64.2930","63.6597","0.04%"
"Feb 07, 2020","64.1100","63.3488","64.2214","63.2394","1.20%"
"Feb 06, 2020","63.3488","62.8877","63.4172","62.7255","0.73%"
"Feb 05, 2020","62.8877","63.1093","63.2797","62.5671","-0.35%"
"Feb 04, 2020","63.1093","63.7150","63.7250","62.8513","-0.95%"
"Feb 03, 2020","63.7150","63.9203","64.0934","63.4934","-0.32%"
"Jan 31, 2020","63.9203","63.2759","63.9414","63.0663","1.02%"
"Jan 30, 2020","63.2759","62.5451","63.5062","62.5400","1.17%"
"Jan 29, 2020","62.5451","62.2825","62.8159","62.2825","0.42%"
"Jan 28, 2020","62.2825","62.9797","63.1305","62.2817","-1.11%"
"Jan 27, 2020","62.9797","62.0857","63.0959","62.0700","1.44%"
"Jan 24, 2020","62.0857","61.9020","62.2722","61.7285","0.30%"
"Jan 23, 2020","61.9020","61.8397","62.0861","61.8366","0.10%"
"Jan 22, 2020","61.8397","61.8802","62.0586","61.7808","-0.07%"
"Jan 21, 2020","61.8802","61.5553","61.9664","61.5475","0.53%"
"Jan 20, 2020","61.5553","61.5573","61.6422","61.3889","-0.00%"
"Jan 17, 2020","61.5573","61.6574","61.6745","61.3025","-0.16%"
"Jan 16, 2020","61.6574","61.4315","61.7542","61.3912","0.37%"
"Jan 15, 2020","61.4315","61.4394","61.6848","61.3489","-0.01%"
"Jan 14, 2020","61.4394","61.2727","61.5208","61.2363","0.27%"
"Jan 13, 2020","61.2727","61.0548","61.3798","60.8919","0.36%"
"Jan 10, 2020","61.0548","61.2830","61.3778","60.8865","-0.37%"
"Jan 09, 2020","61.2830","61.2437","61.3925","61.1412","0.06%"
"Jan 08, 2020","61.2437","61.8227","61.9875","61.0893","-0.94%"
"Jan 06, 2020","61.8227","62.0922","62.3357","61.7532","-0.43%"
"Jan 03, 2020","62.0922","61.9863","62.2218","61.8172","0.17%"
"Dec 30, 2019","61.9863","62.0332","62.0662","61.6533","-0.08%"
"Dec 27, 2019","62.0332","62.2138","62.2138","61.8039","-0.29%"
"Dec 26, 2019","62.2138","61.8489","62.2495","61.6778","0.59%"
"Dec 25, 2019","61.8489","61.9669","61.9675","61.5403","-0.19%"
"Dec 24, 2019","61.9669","62.2680","62.2722","61.9055","-0.48%"
"Dec 23, 2019","62.2680","62.2634","62.3541","62.1411","0.01%"
"Dec 20, 2019","62.2634","62.4133","62.4660","62.0157","-0.24%"
"Dec 19, 2019","62.4133","62.6610","62.6650","62.3051","-0.40%"
"Dec 18, 2019","62.6610","62.4038","62.7145","62.4038","0.41%"
"Dec 17, 2019","62.4038","62.4428","62.7320","62.3606","-0.06%"
"Dec 16, 2019","62.4428","62.8650","62.8650","62.3818","-0.67%"
"Dec 13, 2019","62.8624","62.8402","62.9386","62.1662","0.04%"
"Dec 12, 2019","62.8402","63.2695","63.2908","62.6998","-0.68%"
"Dec 11, 2019","63.2695","63.5011","63.6103","63.2680","-0.36%"
"Dec 10, 2019","63.5011","63.5847","63.6574","63.4610","-0.13%"
"Dec 09, 2019","63.5847","63.7533","63.8005","63.5492","-0.26%"
"Dec 06, 2019","63.7533","63.7294","63.8328","63.6037","0.04%"
"Dec 05, 2019","63.7294","63.9429","63.9500","63.7195","-0.33%"
"Dec 04, 2019","63.9429","64.1502","64.2392","63.8314","-0.32%"
"Dec 03, 2019","64.1502","64.1748","64.2860","64.0723","-0.04%"
"Dec 02, 2019","64.1748","64.3195","64.4819","64.1647","-0.22%"
"Nov 29, 2019","64.3195","64.0735","64.3414","64.0200","0.38%"
"Nov 28, 2019","64.0735","63.9615","64.1827","63.9615","0.18%"
"Nov 27, 2019","63.9615","63.9516","64.1033","63.9067","0.02%"
"Nov 26, 2019","63.9516","63.9381","64.1313","63.9139","0.02%"
"Nov 25, 2019","63.9381","63.8623","64.0615","63.7324","0.12%"
"Nov 22, 2019","63.8623","63.7094","63.8993","63.6189","0.24%"
"Nov 21, 2019","63.7094","63.8991","63.8991","63.6612","-0.30%"
"Nov 20, 2019","63.8991","63.8192","64.1045","63.7915","0.13%"
"Nov 19, 2019","63.8192","63.8278","63.8813","63.6491","-0.01%"
"Nov 18, 2019","63.8278","63.7628","63.9452","63.6951","0.10%"
"Nov 15, 2019","63.7628","63.9828","63.9828","63.7105","-0.34%"
"Nov 14, 2019","63.9828","64.3456","64.3500","63.9828","-0.56%"
"Nov 13, 2019","64.3456","64.2272","64.4617","64.1344","0.18%"
"Nov 12, 2019","64.2272","63.8874","64.2762","63.7840","0.53%"
"Nov 11, 2019","63.8874","63.8046","63.9815","63.8000","0.13%"
"Nov 08, 2019","63.8046","63.5284","63.9529","63.5200","0.43%"
"Nov 07, 2019","63.5284","63.8725","63.9078","63.3811","-0.54%"
"Nov 06, 2019","63.8725","63.4946","64.0269","63.4946","0.60%"
"Nov 05, 2019","63.4946","63.5244","63.6775","63.1816","-0.05%"
"Nov 01, 2019","63.5244","64.1328","64.1328","63.3764","-0.95%"
"Oct 31, 2019","64.1328","63.8536","64.1799","63.7098","0.44%"
"Oct 30, 2019","63.8536","63.9463","64.1397","63.7704","-0.14%"
"Oct 29, 2019","63.9463","63.7520","64.0240","63.7520","0.30%"
"Oct 28, 2019","63.7520","63.8639","63.9327","63.5714","-0.18%"
"Oct 25, 2019","63.8639","64.0693","64.0703","63.6539","-0.32%"
"Oct 24, 2019","64.0693","63.9333","64.1383","63.7570","0.21%"
"Oct 23, 2019","63.9333","63.7282","63.9887","63.7021","0.32%"
"Oct 22, 2019","63.7282","63.7151","63.7964","63.5624","0.02%"
"Oct 21, 2019","63.7151","63.7651","63.8470","63.6337","-0.08%"
"Oct 18, 2019","63.7651","64.1176","64.1176","63.7616","-0.55%"
"Oct 17, 2019","64.1176","64.0773","64.2211","63.8570","0.06%"
"Oct 16, 2019","64.0773","64.2749","64.4443","64.0619","-0.31%"
"Oct 15, 2019","64.2749","64.2950","64.5010","64.1945","-0.03%"
"Oct 14, 2019","64.2950","64.2224","64.4268","64.2050","0.11%"
"Oct 11, 2019","64.2224","64.4582","64.4582","64.0243","-0.37%"
"Oct 10, 2019","64.4582","64.8895","64.8895","64.4066","-0.66%"
"Oct 09, 2019","64.8895","65.2004","65.2004","64.8222","-0.48%"
"Oct 08, 2019","65.2004","64.9596","65.3465","64.7777","0.37%"
"Oct 07, 2019","64.9596","64.6288","64.9738","64.6150","0.51%"
"Oct 04, 2019","64.6288","65.1317","65.1317","64.5483","-0.77%"
"Oct 03, 2019","65.1317","65.2033","65.3590","65.0340","-0.11%"
"Oct 02, 2019","65.2033","65.2647","65.5575","65.0385","-0.09%"
"Oct 01, 2019","65.2647","64.8569","65.4345","64.8569","0.63%"
"Sep 30, 2019","64.8569","64.6841","65.0026","64.5845","0.27%"
"Sep 27, 2019","64.6841","64.2124","64.7088","64.2100","0.73%"
"Sep 26, 2019","64.2124","64.1506","64.3728","64.1151","0.10%"
"Sep 25, 2019","64.1506","63.9902","64.4728","63.9850","0.25%"
"Sep 24, 2019","63.9902","63.8469","64.0000","63.6178","0.22%"
"Sep 23, 2019","63.8469","64.0200","64.0641","63.8093","-0.27%"
"Sep 20, 2019","64.0200","63.9748","64.0818","63.7131","0.07%"
"Sep 19, 2019","63.9748","64.1630","64.2978","63.8195","-0.29%"
